campaign_id,title,description,creator_id,creator_email,email_domain,goal,amount_raised,created_at,updates_count,donations_count,refunds_count,images_count,videos_count,payout_country,country,user_account_age_days,user_total_campaigns,payment_sources_count
C681,AR Training Simulator,A tech innovation project about ar training simulator.,U2178,user5479@protonmail.com,protonmail.com,67180,0,2025-08-12T10:15:11Z,2,82,21,2,0,DE,SG,1606,0,2
C682,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1043,user2330@gmail.com,gmail.com,42217,9227,2025-02-05T10:15:11Z,8,28,15,4,0,SG,US,78,10,1
C683,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1786,user4154@yahoo.com,yahoo.com,45977,21466,2025-09-23T10:15:11Z,8,18,4,2,1,US,JP,410,7,1
C684,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1002,user1428@protonmail.com,protonmail.com,8988,2735,2025-07-21T10:15:11Z,5,104,16,0,1,UK,UK,648,5,1
C685,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1542,user7951@protonmail.com,protonmail.com,22088,7043,2025-11-21T10:15:11Z,6,60,17,0,1,UK,UK,878,8,3
C686,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit. urgent funding,U1881,user9818@gmail.com,gmail.com,10258,6252,2025-04-19T10:15:11Z,1,54,8,2,1,IN,CA,1250,7,3
C687,AR Training Simulator,A tech innovation project about ar training simulator.,U2724,user592@protonmail.com,protonmail.com,39018,18726,2025-12-02T10:15:11Z,3,26,23,1,1,DE,IN,925,1,3
C688,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2288,user2251@outlook.com,outlook.com,17610,3821,2025-11-30T10:15:11Z,0,8,9,0,0,US,SG,528,3,3
C689,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1602,user7964@yahoo.com,yahoo.com,82295,21901,2025-02-13T10:15:11Z,8,30,10,4,0,JP,US,1141,11,1
C690,AR Training Simulator,A tech innovation project about ar training simulator.,U869,user9192@yahoo.com,yahoo.com,82974,30273,2025-04-26T10:15:11Z,1,10,22,1,1,SG,IN,1498,4,2
C691,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U955,user6007@gmail.com,gmail.com,89618,46471,2024-12-18T10:15:11Z,7,85,14,4,0,IN,US,1231,10,2
C692,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2655,user6632@gmail.com,gmail.com,32370,0,2025-01-01T10:15:11Z,0,95,3,2,1,DE,US,1685,10,3
C693,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U880,user754@yahoo.com,yahoo.com,68604,17927,2025-11-15T10:15:11Z,4,100,12,5,0,IN,JP,1572,3,1
C694,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2512,user4114@yahoo.com,yahoo.com,61065,15457,2025-04-17T10:15:11Z,4,150,29,2,0,UK,US,496,11,1
C695,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U334,user272@yahoo.com,yahoo.com,70283,25173,2025-07-25T10:15:11Z,4,132,17,2,1,CA,IN,458,11,3
C696,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U715,user6813@gmail.com,gmail.com,67502,25875,2025-04-29T10:15:11Z,1,50,3,1,0,IN,UK,1997,2,1
C697,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U31,user6468@outlook.com,outlook.com,83524,8851,2024-12-20T10:15:11Z,8,47,23,5,1,UK,IN,977,0,2
C698,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2296,user9391@yahoo.com,yahoo.com,16940,2195,2025-08-21T10:15:11Z,0,87,22,2,0,US,JP,334,9,2
C699,Wearable Health Patch,A tech innovation project about wearable health patch.,U2309,user9400@yahoo.com,yahoo.com,66920,26821,2025-11-16T10:15:11Z,1,42,7,2,1,SG,JP,507,4,2
C700,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1684,user1434@yahoo.com,yahoo.com,23761,11204,2025-08-03T10:15:11Z,4,146,12,5,1,UK,DE,1458,3,1
C701,Wearable Health Patch,A tech innovation project about wearable health patch.,U1293,user6551@outlook.com,outlook.com,67583,17049,2025-05-31T10:15:11Z,0,146,25,3,1,IN,US,1715,3,3
C702,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U817,user2765@protonmail.com,protonmail.com,35405,11655,2024-12-18T10:15:11Z,7,66,20,5,0,DE,IN,131,12,1
C703,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U697,user196@outlook.com,outlook.com,20125,6443,2024-12-19T10:15:11Z,7,112,22,5,1,IN,JP,1629,10,3
C704,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1386,user3965@protonmail.com,protonmail.com,76026,41310,2025-03-01T10:15:11Z,0,99,12,0,0,DE,IN,380,0,1
C705,Wearable Health Patch,A tech innovation project about wearable health patch.,U2259,user5250@yahoo.com,yahoo.com,43112,7966,2025-04-07T10:15:11Z,0,86,8,3,0,DE,CA,807,2,2
C706,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1187,user1434@gmail.com,gmail.com,37378,0,2025-07-24T10:15:11Z,1,59,5,1,1,CA,IN,933,4,1
C707,Wearable Health Patch,A tech innovation project about wearable health patch.,U1768,user442@gmail.com,gmail.com,28591,8732,2025-04-16T10:15:11Z,5,104,11,0,0,CA,SG,510,6,3
C708,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U138,user9430@yahoo.com,yahoo.com,82971,49772,2025-05-13T10:15:11Z,2,61,1,0,1,DE,SG,102,5,2
C709,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1807,user4120@protonmail.com,protonmail.com,80252,22219,2025-07-08T10:15:11Z,5,56,7,1,1,CA,CA,1342,12,2
C710,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2440,user1876@protonmail.com,protonmail.com,66516,20572,2025-04-04T10:15:11Z,2,91,22,5,0,SG,CA,1900,12,3
C711,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U602,user23@gmail.com,gmail.com,47173,17002,2025-07-23T10:15:11Z,3,41,5,2,1,JP,DE,1565,8,2
C712,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2550,user9388@outlook.com,outlook.com,82971,24507,2025-04-09T10:15:11Z,2,98,9,3,1,JP,DE,1298,9,2
C713,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2572,user5205@yahoo.com,yahoo.com,7678,5209,2025-10-06T10:15:11Z,0,5,12,2,0,JP,UK,737,1,1
C714,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2823,user2322@outlook.com,outlook.com,53316,13972,2025-01-24T10:15:11Z,2,93,26,3,0,UK,UK,1911,2,3
C715,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1817,user7056@protonmail.com,protonmail.com,27434,3200,2025-10-15T10:15:11Z,2,131,18,4,0,IN,US,405,9,3
C716,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2039,user1359@protonmail.com,protonmail.com,17568,4589,2025-04-24T10:15:11Z,7,78,22,5,1,UK,DE,1898,11,3
C717,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U781,user4270@gmail.com,gmail.com,63708,32973,2025-10-04T10:15:11Z,0,146,6,3,1,JP,IN,189,12,2
C718,AR Training Simulator,A tech innovation project about ar training simulator. urgent funding,U399,user4309@outlook.com,outlook.com,60079,21002,2025-12-06T10:15:11Z,7,53,7,5,0,CA,CA,1548,5,3
C719,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1640,user6759@protonmail.com,protonmail.com,25162,4305,2025-05-30T10:15:11Z,6,32,15,0,1,DE,UK,188,1,1
C720,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U65,user1599@protonmail.com,protonmail.com,32170,5604,2025-02-16T10:15:11Z,7,50,28,3,1,IN,UK,1720,10,1
C721,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2394,user9479@outlook.com,outlook.com,50010,10608,2025-06-12T10:15:11Z,6,77,27,4,1,UK,IN,1189,5,1
C722,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2254,user4508@outlook.com,outlook.com,33566,5730,2025-03-27T10:15:11Z,4,76,9,2,1,JP,DE,1540,9,2
C723,EV Battery Monitor,A tech innovation project about ev battery monitor.,U647,user8083@outlook.com,outlook.com,19198,11091,2025-07-24T10:15:11Z,6,59,0,3,1,DE,CA,317,5,2
C724,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1441,user2815@outlook.com,outlook.com,80609,40463,2025-05-18T10:15:11Z,6,138,20,3,1,CA,US,1109,12,1
C725,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1647,user9786@protonmail.com,protonmail.com,28218,3486,2025-04-06T10:15:11Z,3,135,3,2,0,JP,IN,1106,7,1
C726,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1482,user1186@yahoo.com,yahoo.com,86688,33402,2025-09-23T10:15:11Z,2,113,29,3,0,JP,UK,1590,11,2
C727,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2302,user426@outlook.com,outlook.com,55813,10947,2025-06-13T10:15:11Z,5,142,26,5,1,JP,UK,275,9,3
C728,Wearable Health Patch,A tech innovation project about wearable health patch.,U2311,user6238@gmail.com,gmail.com,66518,0,2025-05-13T10:15:11Z,0,29,24,0,0,DE,CA,1902,5,1
C729,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1149,user465@outlook.com,outlook.com,47176,18094,2025-11-23T10:15:11Z,7,139,3,5,1,US,CA,475,3,3
C730,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1051,user3951@protonmail.com,protonmail.com,84976,34067,2025-11-29T10:15:11Z,1,28,12,0,0,DE,CA,237,3,2
C731,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2973,user9649@outlook.com,outlook.com,5207,1089,2025-01-07T10:15:11Z,8,85,13,2,1,SG,UK,535,10,1
C732,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1818,user2500@tempmail.com,tempmail.com,35676,2259,2025-10-21T10:15:11Z,1,17,13,2,1,CA,IN,404,2,1
C733,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1384,user5889@protonmail.com,protonmail.com,20821,7920,2025-02-18T10:15:11Z,7,16,19,0,1,DE,UK,1298,4,3
C734,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1704,user2914@gmail.com,gmail.com,34662,6557,2025-03-21T10:15:11Z,6,64,7,5,1,UK,JP,1441,2,2
C735,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1335,user5399@outlook.com,outlook.com,69502,12521,2025-09-18T10:15:11Z,3,35,11,3,0,SG,CA,690,5,3
C736,AR Training Simulator,A tech innovation project about ar training simulator.,U842,user675@yahoo.com,yahoo.com,45513,22228,2025-01-29T10:15:11Z,8,137,29,3,1,IN,DE,32,2,2
C737,Low-Power Microcontroller,A tech innovation project about low-power microcontroller. limited time offer,U2048,user1773@yahoo.com,yahoo.com,5622,1779,2025-08-25T10:15:11Z,0,68,0,4,0,SG,JP,386,11,1
C738,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1867,user1171@yahoo.com,yahoo.com,30002,9580,2025-01-18T10:15:11Z,4,12,26,0,1,SG,JP,1301,11,3
C739,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U200,user1921@gmail.com,gmail.com,51726,0,2025-04-02T10:15:11Z,5,143,24,4,0,JP,US,128,8,3
C740,Low-Power Microcontroller,A tech innovation project about low-power microcontroller. limited time offer,U510,user216@gmail.com,gmail.com,13521,0,2025-06-01T10:15:11Z,7,133,22,1,0,JP,DE,1594,11,3
C741,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1729,user8981@gmail.com,gmail.com,54060,1494,2025-04-20T10:15:11Z,4,147,25,2,0,CA,JP,1537,5,3
C742,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U587,user4643@protonmail.com,protonmail.com,11284,5458,2024-12-11T10:15:11Z,3,79,29,0,1,US,IN,1894,11,2
C743,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2220,user6859@protonmail.com,protonmail.com,27039,5436,2025-09-15T10:15:11Z,7,104,6,5,0,SG,DE,105,2,3
C744,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1054,user6789@yahoo.com,yahoo.com,8893,1121,2025-05-11T10:15:11Z,1,84,30,1,1,JP,US,1987,0,1
C745,AR Training Simulator,A tech innovation project about ar training simulator.,U2016,user672@protonmail.com,protonmail.com,40572,7788,2025-07-21T10:15:11Z,6,43,15,5,0,UK,SG,1202,5,2
C746,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1911,user1020@yahoo.com,yahoo.com,43598,21627,2025-08-25T10:15:11Z,6,91,13,2,1,CA,JP,748,11,3
C747,EV Battery Monitor,A tech innovation project about ev battery monitor.,U342,user8134@yahoo.com,yahoo.com,16628,8392,2025-07-11T10:15:11Z,5,66,5,4,0,DE,SG,1348,8,3
C748,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U159,user3104@protonmail.com,protonmail.com,8633,4450,2025-01-31T10:15:11Z,1,97,14,0,1,JP,US,1889,9,3
C749,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. urgent funding,U2510,user6612@gmail.com,gmail.com,78432,5306,2025-03-27T10:15:11Z,7,51,8,1,0,US,IN,1401,7,2
C750,AR Training Simulator,A tech innovation project about ar training simulator.,U1983,user8934@protonmail.com,protonmail.com,78017,0,2025-08-19T10:15:11Z,8,21,29,1,1,DE,JP,911,0,2
C751,AR Training Simulator,A tech innovation project about ar training simulator.,U1428,user4029@protonmail.com,protonmail.com,66671,34174,2025-09-28T10:15:11Z,6,132,11,3,1,SG,DE,1906,7,1
C752,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U463,user5619@gmail.com,gmail.com,80748,10399,2025-07-09T10:15:11Z,1,31,29,5,1,JP,CA,785,11,2
C753,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U967,user5273@yahoo.com,yahoo.com,40219,18886,2025-02-12T10:15:11Z,0,27,22,4,1,US,DE,1976,9,3
C754,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2201,user9030@protonmail.com,protonmail.com,9170,3418,2025-10-03T10:15:11Z,6,11,15,5,0,JP,SG,1793,11,1
C755,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2625,user2629@gmail.com,gmail.com,38083,778,2025-09-07T10:15:11Z,2,76,5,4,1,CA,DE,1960,6,3
C756,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1964,user4599@protonmail.com,protonmail.com,20869,5567,2025-07-02T10:15:11Z,7,80,23,3,0,IN,CA,1591,3,1
C757,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U999,user8838@outlook.com,outlook.com,48886,6656,2025-01-12T10:15:11Z,5,110,17,0,1,US,DE,1095,9,1
C758,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1690,user2635@protonmail.com,protonmail.com,85885,0,2025-07-01T10:15:11Z,6,48,14,2,1,IN,US,752,3,1
C759,EV Battery Monitor,A tech innovation project about ev battery monitor.,U746,user4196@protonmail.com,protonmail.com,42263,17569,2025-02-12T10:15:11Z,1,29,1,1,1,SG,IN,819,6,1
C760,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2808,user4134@protonmail.com,protonmail.com,37428,4406,2025-01-29T10:15:11Z,2,89,30,5,1,DE,UK,845,2,2
C761,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U991,user3694@yahoo.com,yahoo.com,70722,21076,2025-02-08T10:15:11Z,8,21,16,4,0,US,IN,1547,7,2
C762,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2939,user675@outlook.com,outlook.com,28429,5913,2025-12-11T10:15:11Z,1,37,5,2,1,DE,CA,1677,0,1
C763,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2325,user3443@yahoo.com,yahoo.com,33215,2040,2025-05-17T10:15:11Z,3,94,22,2,0,JP,UK,30,10,2
C764,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1006,user8376@outlook.com,outlook.com,25721,4414,2025-02-10T10:15:11Z,3,50,10,1,1,JP,UK,1736,7,3
C765,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2558,user219@gmail.com,gmail.com,34215,2089,2024-12-22T10:15:11Z,5,13,23,1,1,UK,SG,571,12,3
C766,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1099,user3596@outlook.com,outlook.com,28154,0,2025-07-02T10:15:11Z,6,130,21,1,1,US,SG,819,4,3
C767,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2703,user6548@protonmail.com,protonmail.com,15529,4894,2025-10-11T10:15:11Z,8,76,16,2,1,DE,UK,426,11,3
C768,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1752,user1177@protonmail.com,protonmail.com,72251,19246,2025-05-31T10:15:11Z,0,142,17,4,0,UK,CA,1890,3,3
C769,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1425,user7739@gmail.com,gmail.com,6156,0,2025-02-04T10:15:11Z,8,132,1,5,0,SG,SG,38,6,1
C770,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2008,user5439@yahoo.com,yahoo.com,79607,2256,2025-06-21T10:15:11Z,3,17,1,4,0,CA,DE,94,8,1
C771,Wearable Health Patch,A tech innovation project about wearable health patch. guaranteed profit,U2552,user4926@gmail.com,gmail.com,83258,14447,2025-04-23T10:15:11Z,8,138,4,5,1,IN,JP,548,2,3
C772,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U387,user2297@yahoo.com,yahoo.com,37674,20382,2025-01-21T10:15:11Z,5,36,4,0,1,IN,SG,800,3,3
C773,AI EdTech Assistant,A tech innovation project about ai edtech assistant. wire transfer,U268,user386@gmail.com,gmail.com,53801,17247,2025-08-23T10:15:11Z,3,14,30,4,1,UK,CA,1367,10,1
C774,Wearable Health Patch,A tech innovation project about wearable health patch.,U2740,user8272@yahoo.com,yahoo.com,83024,38064,2025-02-28T10:15:11Z,0,48,0,0,1,US,JP,527,12,2
C775,Wearable Health Patch,A tech innovation project about wearable health patch.,U187,user8519@yahoo.com,yahoo.com,64717,21590,2025-10-12T10:15:11Z,0,50,18,3,1,US,SG,714,7,2
C776,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2070,user1316@outlook.com,outlook.com,5278,54,2025-05-15T10:15:11Z,6,113,26,2,0,IN,CA,1965,4,1
C777,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U291,user7478@gmail.com,gmail.com,80266,21362,2025-04-22T10:15:11Z,4,126,21,1,0,JP,DE,239,7,3
C778,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2372,user5163@gmail.com,gmail.com,66627,21140,2025-02-13T10:15:11Z,3,150,18,4,0,SG,UK,825,3,2
C779,Robotics Automation Arm,A tech innovation project about robotics automation arm. guaranteed profit,U2497,user9088@protonmail.com,protonmail.com,6364,2513,2025-08-24T10:15:11Z,4,132,9,0,0,DE,IN,540,0,1
C780,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1849,user6487@gmail.com,gmail.com,81953,31858,2025-10-25T10:15:11Z,7,86,12,3,0,UK,DE,66,2,1
C781,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U331,user1481@gmail.com,gmail.com,68144,45237,2025-03-03T10:15:11Z,5,144,9,0,1,US,US,843,0,2
C782,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2710,user153@yahoo.com,yahoo.com,22078,11740,2025-07-01T10:15:11Z,2,10,6,1,0,IN,JP,1906,7,2
C783,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1032,user4537@outlook.com,outlook.com,83675,4988,2025-05-21T10:15:11Z,8,39,7,5,1,CA,DE,1380,7,2
C784,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. act now,U557,user6191@outlook.com,outlook.com,22035,6661,2025-07-04T10:15:11Z,1,146,5,0,1,JP,CA,982,8,3
C785,EV Battery Monitor,A tech innovation project about ev battery monitor.,U944,user1876@protonmail.com,protonmail.com,24679,7108,2025-04-14T10:15:11Z,6,50,19,2,1,CA,US,1374,11,1
C786,AI EdTech Assistant,A tech innovation project about ai edtech assistant. urgent funding,U2597,user1207@outlook.com,outlook.com,82307,1466,2025-09-28T10:15:11Z,2,57,8,4,0,IN,UK,145,6,2
C787,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U491,user5230@protonmail.com,protonmail.com,78192,34327,2025-03-31T10:15:11Z,6,110,2,4,1,SG,SG,904,1,1
C788,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U524,user6294@yahoo.com,yahoo.com,76253,26104,2024-12-29T10:15:11Z,1,69,24,2,0,DE,UK,393,10,3
C789,AR Training Simulator,A tech innovation project about ar training simulator.,U1117,user2648@gmail.com,gmail.com,54680,17399,2025-10-14T10:15:11Z,2,75,5,1,1,CA,UK,1110,3,3
C790,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2756,user1878@yahoo.com,yahoo.com,87784,23187,2025-05-30T10:15:11Z,1,55,8,2,1,US,DE,1233,7,3
C791,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U915,user8706@gmail.com,gmail.com,84604,39467,2025-06-08T10:15:11Z,0,36,23,2,1,DE,DE,586,12,1
C792,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1073,user2520@gmail.com,gmail.com,81707,36713,2025-08-31T10:15:11Z,8,105,9,4,0,SG,CA,991,9,2
C793,Wearable Health Patch,A tech innovation project about wearable health patch.,U811,user5617@yahoo.com,yahoo.com,20037,6676,2025-04-06T10:15:11Z,6,128,21,2,1,DE,US,1554,11,2
C794,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. limited time offer,U585,user7466@outlook.com,outlook.com,50343,11803,2025-04-09T10:15:11Z,3,49,14,4,0,UK,DE,1042,3,2
C795,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U508,user7339@protonmail.com,protonmail.com,60910,6484,2025-02-27T10:15:11Z,7,77,26,3,1,US,JP,389,3,3
C796,Wearable Health Patch,A tech innovation project about wearable health patch.,U1788,user4263@yahoo.com,yahoo.com,55242,14975,2025-02-02T10:15:11Z,0,70,21,4,0,DE,DE,1408,8,3
C797,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. act now,U2486,user1068@mailinator.com,mailinator.com,55787,23520,2025-12-09T10:15:11Z,0,39,27,0,0,SG,UK,1243,6,3
C798,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U894,user2723@protonmail.com,protonmail.com,26515,0,2025-09-10T10:15:11Z,0,37,25,0,0,UK,CA,1958,1,2
C799,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U943,user6957@yahoo.com,yahoo.com,68439,10234,2025-03-20T10:15:11Z,1,17,26,2,0,CA,CA,754,11,3
C800,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1647,user9718@gmail.com,gmail.com,76327,9321,2025-05-10T10:15:11Z,1,105,30,2,1,US,IN,1650,11,2
C801,AR Training Simulator,A tech innovation project about ar training simulator.,U2614,user3792@protonmail.com,protonmail.com,42532,16336,2025-01-12T10:15:11Z,5,0,28,2,1,CA,US,959,3,3
C802,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1498,user4471@yahoo.com,yahoo.com,62129,14355,2025-03-06T10:15:11Z,0,76,20,0,1,US,US,296,10,3
C803,EV Battery Monitor,A tech innovation project about ev battery monitor.,U465,user3560@gmail.com,gmail.com,63003,23678,2025-06-01T10:15:11Z,8,95,3,1,0,CA,SG,348,7,2
C804,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2055,user1503@yahoo.com,yahoo.com,64212,13099,2024-12-29T10:15:11Z,1,51,15,1,0,IN,DE,956,11,2
C805,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U643,user1883@yahoo.com,yahoo.com,20556,6363,2025-10-28T10:15:11Z,6,44,12,2,1,JP,CA,802,2,2
C806,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit. guaranteed profit,U227,user1938@protonmail.com,protonmail.com,7710,554,2025-06-05T10:15:11Z,2,64,7,2,0,SG,CA,1125,3,1
C807,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2469,user3653@yahoo.com,yahoo.com,77990,14843,2025-05-21T10:15:11Z,5,111,1,2,1,CA,US,1082,10,1
C808,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1327,user817@gmail.com,gmail.com,88643,9669,2025-12-08T10:15:11Z,8,140,21,3,1,CA,UK,1482,2,3
C809,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1712,user7130@protonmail.com,protonmail.com,43122,21119,2025-10-20T10:15:11Z,8,115,0,1,1,CA,CA,1142,11,2
C810,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2561,user7075@outlook.com,outlook.com,40993,19049,2025-02-21T10:15:11Z,8,41,15,5,0,IN,IN,1791,10,3
C811,Wearable Health Patch,A tech innovation project about wearable health patch.,U179,user8382@gmail.com,gmail.com,10218,3926,2025-11-11T10:15:11Z,3,35,25,3,1,SG,JP,471,6,3
C812,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1443,user7653@yahoo.com,yahoo.com,21595,6243,2025-03-03T10:15:11Z,3,100,0,4,0,DE,IN,804,9,2
C813,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1015,user8382@outlook.com,outlook.com,25791,8515,2025-10-13T10:15:11Z,7,111,26,5,1,DE,IN,1135,8,2
C814,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1430,user7387@outlook.com,outlook.com,87338,20427,2025-08-18T10:15:11Z,4,21,15,1,0,JP,CA,478,4,1
C815,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2269,user8541@gmail.com,gmail.com,61631,16368,2025-05-05T10:15:11Z,1,104,25,1,0,IN,JP,1500,5,1
C816,EV Battery Monitor,A tech innovation project about ev battery monitor.,U904,user5832@protonmail.com,protonmail.com,26701,11723,2025-10-12T10:15:11Z,7,124,3,1,0,JP,UK,1530,5,2
C817,AI Drone Navigation System,A tech innovation project about ai drone navigation system. guaranteed profit,U2664,user9511@protonmail.com,protonmail.com,58895,39325,2025-05-04T10:15:11Z,8,148,30,4,0,JP,SG,1326,4,3
C818,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2459,user5468@gmail.com,gmail.com,65330,10707,2025-08-03T10:15:11Z,0,10,4,5,0,UK,JP,1166,6,2
C819,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit. urgent funding,U2132,user1444@outlook.com,outlook.com,89411,27840,2025-07-08T10:15:11Z,6,141,13,0,0,US,CA,1947,0,3
C820,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U728,user2865@yahoo.com,yahoo.com,55061,14365,2024-12-13T10:15:11Z,7,86,15,5,0,JP,IN,1596,5,3
C821,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2422,user1788@yahoo.com,yahoo.com,59601,27780,2025-02-11T10:15:11Z,4,106,11,4,0,DE,DE,1343,5,1
C822,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2810,user1272@gmail.com,gmail.com,11993,5008,2025-08-15T10:15:11Z,4,93,25,3,1,IN,DE,1938,12,2
C823,AI EdTech Assistant,A tech innovation project about ai edtech assistant. act now,U2596,user5221@protonmail.com,protonmail.com,48745,7561,2025-07-02T10:15:11Z,0,17,19,2,1,IN,JP,461,1,3
C824,Robotics Automation Arm,A tech innovation project about robotics automation arm. act now,U521,user1761@yahoo.com,yahoo.com,19244,10223,2025-08-10T10:15:11Z,4,50,25,0,0,IN,DE,153,10,3
