campaign_id,title,description,creator_id,creator_email,email_domain,goal,amount_raised,created_at,updates_count,donations_count,refunds_count,images_count,videos_count,payout_country,country,user_account_age_days,user_total_campaigns,payment_sources_count,is_fraud
C001486,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U002894,user622@protonmail.com,protonmail.com,20990,7775,2025-10-07T10:34:38Z,0,4,0,3,1,US,US,2148,2,2,0
C001487,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U003487,user3817@gmail.com,gmail.com,13639,4862,2025-01-27T10:34:38Z,1,50,2,3,0,US,ZA,1353,2,2,0
C001488,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U001019,user17822@outlook.com,outlook.com,3102,280,2025-11-03T10:34:38Z,4,27,1,1,0,AU,IN,80,0,3,0
C001489,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U005734,user10377@gmail.com,gmail.com,10029,0,2024-05-03T10:34:38Z,3,6,0,4,0,UK,US,12,1,2,0
C001490,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance. guaranteed profit,U000311,user26510@mailinator.com,mailinator.com,31063,4419,2025-02-10T10:34:38Z,1,30,2,1,0,AU,ZA,2648,5,1,1
C001491,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U005613,user13464@gmail.com,gmail.com,6054,0,2024-10-13T10:34:38Z,1,1,1,4,0,JP,IN,1565,0,2,0
C001492,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U007804,user10562@outlook.com,outlook.com,21757,7790,2024-08-02T10:34:38Z,3,3,0,4,0,JP,UK,1965,2,1,0
C001493,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U004223,user14617@hotmail.com,hotmail.com,18981,3983,2024-04-11T10:34:38Z,0,24,3,5,0,US,IN,1184,3,2,0
C001494,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U001353,user15098@hotmail.com,hotmail.com,30002,4533,2024-02-04T10:34:38Z,1,28,1,1,1,AU,UK,571,1,1,0
C001495,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance. transfer immediately,U006890,user3116@yahoo.com,yahoo.com,12040,1799,2024-02-04T10:34:38Z,4,43,27,2,0,AU,IN,2725,3,2,1
C001496,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U005040,user14700@hotmail.com,hotmail.com,26211,10643,2024-07-04T10:34:38Z,1,9,1,4,0,UK,IN,2439,1,1,0
C001497,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance. urgent funding required.,U000184,user1001@hotmail.com,hotmail.com,64287,534,2024-07-14T10:34:38Z,1,19,2,2,0,IN,AU,2,3,1,1
C001498,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U002492,user17104@yahoo.com,yahoo.com,9406,4589,2025-07-23T10:34:38Z,3,25,2,4,0,AU,DE,658,1,2,0
C001499,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U004153,user8504@gmail.com,gmail.com,38176,13776,2024-09-19T10:34:38Z,4,18,1,1,0,AU,US,47,3,2,0
C001500,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U005461,user13214@hotmail.com,hotmail.com,24457,2697,2025-06-10T10:34:38Z,2,26,3,3,0,IN,IN,773,2,3,0
C001501,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U004094,user4930@hotmail.com,hotmail.com,16109,1031,2025-03-10T10:34:38Z,1,29,1,4,0,ZA,JP,677,3,1,0
C001502,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U007621,user7515@yahoo.com,yahoo.com,18433,2380,2024-01-31T10:34:38Z,3,21,1,4,1,IN,CA,2602,0,1,0
C001503,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U004760,user8131@hotmail.com,hotmail.com,41606,8566,2025-08-18T10:34:38Z,1,31,2,4,0,UK,ZA,1452,2,2,0
C001504,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U005661,user15082@gmail.com,gmail.com,20110,2615,2024-05-19T10:34:38Z,1,10,1,5,0,ZA,UK,918,3,2,0
C001505,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U005751,user14068@yahoo.com,yahoo.com,20841,4435,2024-03-27T10:34:38Z,0,51,4,1,0,US,CA,1541,1,1,0
C001506,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U000531,user5237@outlook.com,outlook.com,26217,8250,2025-11-30T10:34:38Z,2,27,0,2,0,SG,DE,626,1,1,0
C001507,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U004446,user8714@outlook.com,outlook.com,44654,9162,2025-08-05T10:34:38Z,0,9,0,1,0,AU,JP,1,4,2,0
C001508,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U005031,user17276@outlook.com,outlook.com,5774,1881,2024-09-21T10:34:38Z,4,34,1,0,0,ZA,IN,563,1,2,0
C001509,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U000520,user8136@hotmail.com,hotmail.com,27260,5876,2025-02-07T10:34:38Z,2,12,0,4,1,SG,UK,302,1,1,0
C001510,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U005856,user11198@gmail.com,gmail.com,29533,5168,2025-08-23T10:34:38Z,0,46,4,2,1,UK,DE,952,3,1,0
C001511,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U004558,user5426@gmail.com,gmail.com,17812,5449,2025-09-06T10:34:38Z,2,52,3,1,0,SG,CA,1640,2,2,0
C001512,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U002148,user9475@outlook.com,outlook.com,27242,8748,2024-03-20T10:34:38Z,2,3,1,0,0,CA,US,398,2,1,0
C001513,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U006924,user37915@mailinator.com,mailinator.com,2000,362,2024-08-17T10:34:38Z,1,11,1,1,0,UK,CA,1983,2,3,1
C001514,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U007435,user2609@yahoo.com,yahoo.com,33492,14987,2024-10-27T10:34:38Z,1,21,0,4,0,ZA,CA,1891,3,3,0
C001515,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance.,U000857,user8685@protonmail.com,protonmail.com,9940,3411,2025-01-11T10:34:38Z,1,1,0,3,1,AU,JP,2549,1,3,0
C001516,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance.,U006593,user10212@protonmail.com,protonmail.com,11549,1776,2023-12-27T10:34:38Z,1,12,0,5,0,AU,JP,2382,4,1,0
C001517,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U007101,user3626@gmail.com,gmail.com,61335,890,2025-01-10T10:34:38Z,4,18,1,3,0,IN,UK,1393,3,2,0
C001518,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U000480,user11511@gmail.com,gmail.com,3632,1531,2024-12-07T10:34:38Z,0,7,1,5,0,IN,IN,1009,5,3,0
C001519,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U005966,user6788@protonmail.com,protonmail.com,16163,1229,2025-04-23T10:34:38Z,2,31,2,4,0,JP,SG,2441,5,1,0
C001520,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance. claim your reward,U005306,user1829@hotmail.com,hotmail.com,11772,1156,2025-08-31T10:34:38Z,1,10,5,1,0,JP,ZA,2108,4,1,1
C001521,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U005336,user5864@yahoo.com,yahoo.com,19644,6481,2025-02-06T10:34:38Z,2,1,0,2,0,US,CA,556,2,3,0
C001522,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U005591,user1639@protonmail.com,protonmail.com,2000,204,2023-11-14T10:34:38Z,4,12,1,2,0,CA,JP,2280,3,3,0
C001523,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U002579,user18718@gmail.com,gmail.com,10424,1094,2024-12-04T10:34:38Z,1,15,1,0,0,ZA,CA,2007,0,1,0
C001524,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U001576,user8458@yahoo.com,yahoo.com,2000,611,2024-03-28T10:34:38Z,3,20,1,4,0,JP,JP,118,0,1,0
C001525,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance. urgent funding required.,U001510,user19781@yahoo.com,yahoo.com,99898,42,2025-01-01T10:34:38Z,2,18,0,3,0,SG,DE,0,4,1,1
C001526,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U005692,user14809@outlook.com,outlook.com,2000,632,2025-06-30T10:34:38Z,1,23,0,4,1,JP,ZA,764,5,1,0
C001527,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U003287,user2591@gmail.com,gmail.com,28935,7270,2023-10-21T10:34:38Z,3,21,0,1,0,UK,CA,1294,3,2,0
C001528,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance. guaranteed profit,U003052,user201@gmail.com,gmail.com,13301,5234,2025-03-29T10:34:38Z,2,23,13,2,0,AU,US,2184,2,1,1
C001529,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance. urgent funding required.,U003942,user19515@hotmail.com,hotmail.com,113269,484,2024-05-18T10:34:38Z,3,28,2,5,1,SG,ZA,0,2,1,1
C001530,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U007627,user5378@yahoo.com,yahoo.com,2000,634,2024-09-11T10:34:38Z,0,24,2,1,0,JP,IN,552,2,1,0
C001531,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U001349,user11212@protonmail.com,protonmail.com,4067,1488,2025-05-17T10:34:38Z,0,16,0,4,0,ZA,JP,2165,3,1,1
C001532,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U004361,user12075@outlook.com,outlook.com,2000,0,2024-08-26T10:34:38Z,5,40,0,4,0,CA,AU,2269,2,0,0
C001533,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U005503,user8794@yahoo.com,yahoo.com,17080,1767,2023-12-31T10:34:38Z,1,0,0,5,0,US,US,952,3,3,0
C001534,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U002503,user2514@outlook.com,outlook.com,2000,61,2025-02-22T10:34:38Z,1,22,2,2,0,IN,UK,2671,3,1,0
C001535,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U005841,user2781@protonmail.com,protonmail.com,8449,909,2025-02-22T10:34:38Z,3,21,0,0,0,ZA,ZA,2200,1,2,0
C001536,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance. act now,U001690,user16033@outlook.com,outlook.com,32194,2946,2024-01-31T10:34:38Z,2,63,45,0,0,UK,US,1202,4,1,1
C001537,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U003109,user2205@mailinator.com,mailinator.com,40727,9708,2025-09-28T10:34:38Z,0,70,2,1,0,JP,DE,1944,4,1,0
C001538,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance.,U005856,user10650@outlook.com,outlook.com,18655,7679,2025-11-08T10:34:38Z,1,38,2,3,0,AU,AU,1583,3,1,0
C001539,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance.,U007322,user16866@mailinator.com,mailinator.com,50884,13351,2025-01-07T10:34:38Z,4,14,1,4,0,IN,JP,940,3,2,0
C001540,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U004213,user11779@yahoo.com,yahoo.com,19895,3600,2024-10-02T10:34:38Z,3,4,0,0,0,CA,CA,1414,4,1,0
C001541,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance. claim your reward,U001723,user14757@outlook.com,outlook.com,57033,19965,2024-12-06T10:34:38Z,1,0,0,4,1,AU,IN,2819,2,2,0
C001542,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U007458,user16461@protonmail.com,protonmail.com,32317,11674,2025-04-09T10:34:38Z,1,17,0,5,0,AU,CA,2636,3,2,0
C001543,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U006586,user5080@hotmail.com,hotmail.com,44068,19160,2024-05-09T10:34:38Z,2,21,3,4,0,US,CA,2372,3,2,0
C001544,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U004742,user8317@outlook.com,outlook.com,38284,15158,2024-08-08T10:34:38Z,0,38,0,2,0,JP,DE,428,0,1,0
C001545,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U005972,user6676@outlook.com,outlook.com,2024,457,2024-06-06T10:34:38Z,0,51,2,4,0,AU,DE,1561,2,2,0
C001546,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance. urgent funding required.,U001929,user16383@hotmail.com,hotmail.com,51481,417,2024-05-09T10:34:38Z,3,33,2,4,1,US,JP,1,1,2,1
C001547,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U007731,user18943@gmail.com,gmail.com,26161,6903,2025-05-10T10:34:38Z,2,25,3,1,0,AU,DE,706,3,1,0
C001548,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U006687,user2066@gmail.com,gmail.com,17576,4738,2025-11-26T10:34:38Z,1,11,0,1,1,AU,JP,758,2,3,0
C001549,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U000372,user12657@protonmail.com,protonmail.com,66659,14027,2024-07-09T10:34:38Z,2,27,0,3,0,IN,US,2586,1,2,0
C001550,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U001552,user18122@outlook.com,outlook.com,52304,29572,2024-11-14T10:34:38Z,0,41,2,2,0,CA,SG,380,1,0,0
C001551,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U000697,user4531@hotmail.com,hotmail.com,48265,16369,2024-07-07T10:34:38Z,4,12,0,0,0,DE,SG,194,2,1,0
C001552,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance. transfer immediately,U004823,user14977@gmail.com,gmail.com,2258,0,2024-01-19T10:34:38Z,4,33,0,2,1,JP,UK,400,0,2,0
C001553,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U007729,user641@yahoo.com,yahoo.com,27147,5171,2023-11-12T10:34:38Z,0,50,4,5,0,US,JP,2409,0,1,0
C001554,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U003195,user12156@protonmail.com,protonmail.com,23906,7352,2025-03-11T10:34:38Z,6,12,0,1,1,CA,IN,376,4,1,0
C001555,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance.,U007306,user13069@gmail.com,gmail.com,2000,552,2025-02-26T10:34:38Z,3,41,3,3,0,CA,ZA,6,2,1,0
C001556,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U003009,user18153@yahoo.com,yahoo.com,33131,6545,2023-10-25T10:34:38Z,1,7,1,1,0,UK,JP,797,1,1,0
C001557,Energy Harvesting IoT Sensor,A tech innovation project focused on energy harvesting iot sensor aiming to improve real-world performance.,U005095,user7671@hotmail.com,hotmail.com,35558,0,2025-07-01T10:34:38Z,3,17,1,5,0,AU,JP,1590,2,2,0
C001558,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U005205,user2381@protonmail.com,protonmail.com,10658,4717,2025-08-12T10:34:38Z,2,21,0,0,0,SG,US,1935,2,2,0
C001559,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance. urgent funding,U001480,user19488@gmail.com,gmail.com,30783,9504,2024-09-03T10:34:38Z,1,21,1,3,0,DE,UK,317,5,1,0
C001560,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U007219,user12457@outlook.com,outlook.com,56847,18592,2024-09-02T10:34:38Z,4,23,0,4,0,US,CA,2584,2,1,0
C001561,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U000048,user10998@yahoo.com,yahoo.com,5025,1573,2024-11-29T10:34:38Z,2,37,3,2,0,AU,SG,570,5,1,0
C001562,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U003987,user9726@protonmail.com,protonmail.com,49361,20391,2025-02-17T10:34:38Z,3,19,1,5,1,JP,UK,2892,2,2,0
C001563,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U005514,user4515@protonmail.com,protonmail.com,31211,2566,2025-07-16T10:34:38Z,5,24,0,2,1,JP,CA,1148,2,2,0
C001564,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U007726,user12008@yahoo.com,yahoo.com,21056,182,2025-01-03T10:34:38Z,2,20,1,0,0,CA,UK,2098,1,2,0
C001565,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U005579,user16574@protonmail.com,protonmail.com,15284,4212,2024-11-25T10:34:38Z,1,42,4,5,0,UK,US,1991,0,1,0
C001566,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U006919,user2077@mailinator.com,mailinator.com,37186,3778,2024-07-21T10:34:38Z,2,0,0,1,0,JP,DE,0,1,2,0
C001567,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U003359,user15402@yahoo.com,yahoo.com,48385,6336,2025-10-18T10:34:38Z,1,3,1,1,1,UK,AU,1881,1,2,0
C001568,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U002688,user5989@hotmail.com,hotmail.com,29986,5085,2025-12-06T10:34:38Z,1,46,2,1,1,UK,CA,239,4,1,0
C001569,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U001117,user205@yahoo.com,yahoo.com,30506,9128,2025-09-28T10:34:38Z,3,3,0,4,0,ZA,IN,1595,5,2,0
C001570,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U004608,user5833@hotmail.com,hotmail.com,40405,4931,2025-09-09T10:34:38Z,3,9,0,0,0,ZA,IN,475,2,0,0
C001571,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U002581,user7452@yahoo.com,yahoo.com,16768,4661,2024-09-30T10:34:38Z,3,6,1,0,0,ZA,US,331,4,2,0
C001572,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U000360,user151@gmail.com,gmail.com,27715,9326,2024-08-25T10:34:38Z,1,3,1,3,0,ZA,CA,290,8,0,0
C001573,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U005355,user9603@yahoo.com,yahoo.com,24309,11555,2024-07-13T10:34:38Z,2,27,0,0,0,DE,UK,2351,1,0,0
C001574,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U003385,user4310@yahoo.com,yahoo.com,29451,7552,2024-05-22T10:34:38Z,1,2,0,3,1,CA,CA,2347,1,2,0
C001575,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U003387,user6626@protonmail.com,protonmail.com,26256,11770,2024-03-12T10:34:38Z,4,8,0,2,0,CA,AU,2953,1,1,0
C001576,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U005943,user13215@hotmail.com,hotmail.com,22611,8123,2025-11-05T10:34:38Z,2,21,1,5,0,DE,UK,1056,2,2,0
C001577,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U001748,user11056@outlook.com,outlook.com,3481,1261,2024-09-19T10:34:38Z,1,7,2,1,0,UK,JP,1048,2,3,0
C001578,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U002237,user17956@hotmail.com,hotmail.com,24890,7999,2024-09-22T10:34:38Z,2,5,0,3,0,DE,CA,159,2,1,0
C001579,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance.,U004124,user12538@outlook.com,outlook.com,40870,14383,2024-05-30T10:34:38Z,1,2,0,3,0,CA,JP,1243,0,2,0
C001580,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U002711,user12894@gmail.com,gmail.com,6240,999,2025-10-18T10:34:38Z,1,40,3,5,0,SG,ZA,1824,0,3,0
C001581,Energy Harvesting IoT Sensor,A tech innovation project focused on energy harvesting iot sensor aiming to improve real-world performance.,U002984,user19467@gmail.com,gmail.com,20737,7846,2025-07-01T10:34:38Z,4,23,2,5,0,US,AU,843,3,3,0
C001582,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U002659,user19664@gmail.com,gmail.com,33353,20024,2025-10-29T10:34:38Z,4,4,0,5,0,IN,DE,2020,5,1,0
C001583,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U000821,user4664@gmail.com,gmail.com,3698,1383,2023-10-06T10:34:38Z,0,41,2,5,0,SG,CA,2078,2,3,0
C001584,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U003188,user12156@protonmail.com,protonmail.com,2000,0,2024-01-08T10:34:38Z,1,38,2,4,1,DE,SG,2878,3,1,0
C001585,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance. urgent funding required.,U005724,user5972@outlook.com,outlook.com,89137,351,2024-01-13T10:34:38Z,4,8,0,4,0,ZA,SG,4,2,1,1
C001586,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U002928,user2587@gmail.com,gmail.com,35942,13814,2025-12-01T10:34:38Z,2,9,1,5,0,SG,IN,646,0,2,0
C001587,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U007623,user11135@protonmail.com,protonmail.com,13867,0,2024-12-21T10:34:38Z,1,38,2,4,0,US,ZA,2681,2,1,0
C001588,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U004034,user19496@protonmail.com,protonmail.com,56494,10028,2023-10-20T10:34:38Z,0,2,0,2,0,AU,US,1814,3,2,0
C001589,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U004833,user1578@gmail.com,gmail.com,19072,4712,2024-02-21T10:34:38Z,0,38,2,2,0,DE,JP,114,3,1,1
C001590,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U006332,user11411@yahoo.com,yahoo.com,32835,2239,2025-05-17T10:34:38Z,5,20,1,4,0,UK,US,2826,4,1,0
C001591,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U004150,user3074@hotmail.com,hotmail.com,27674,6509,2023-12-27T10:34:38Z,1,32,3,1,1,DE,SG,1164,1,1,0
C001592,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U001428,user18583@yahoo.com,yahoo.com,17973,7154,2024-12-09T10:34:38Z,0,20,1,4,0,SG,UK,1417,0,1,0
C001593,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U000273,user13035@gmail.com,gmail.com,31731,947,2024-10-20T10:34:38Z,2,5,0,0,0,JP,AU,1994,4,1,0
C001594,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U005875,user15696@outlook.com,outlook.com,23874,3500,2024-08-10T10:34:38Z,2,15,0,4,1,AU,CA,1076,1,3,0
C001595,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance. guaranteed profit,U007289,user12287@hotmail.com,hotmail.com,32259,13292,2024-02-02T10:34:38Z,1,17,0,1,0,DE,US,793,1,3,0
C001596,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U006216,user363@yahoo.com,yahoo.com,9596,1418,2025-01-03T10:34:38Z,1,2,1,4,1,IN,ZA,1343,2,1,0
C001597,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U002090,user6022@yahoo.com,yahoo.com,46450,13028,2024-11-06T10:34:38Z,2,10,0,0,0,US,UK,752,1,1,0
C001598,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U006383,user500@gmail.com,gmail.com,27011,6509,2025-05-01T10:34:38Z,2,36,2,5,0,US,US,906,4,3,0
C001599,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U006873,user18212@hotmail.com,hotmail.com,63490,26104,2024-12-12T10:34:38Z,5,44,1,3,1,IN,AU,1000,3,2,0
C001600,Energy Harvesting IoT Sensor,A tech innovation project focused on energy harvesting iot sensor aiming to improve real-world performance.,U000725,user9228@gmail.com,gmail.com,44060,22011,2024-11-04T10:34:38Z,1,50,2,1,1,SG,ZA,1818,2,1,0
C001601,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U004609,user2875@outlook.com,outlook.com,18987,308,2024-06-03T10:34:38Z,2,15,1,2,0,UK,JP,1847,2,1,0
